academic_year,assignments,attendance,course_id,course_name,email,final,final_grade,letter_grade,major,midterm,name,semester,student_id,trait
2024/2025,9.5,97.1,AI303_K22_2024_2025_S2,Đạo đức & Pháp luật trong AI (K22),phanthanhlinhbd22ai040@gmail.com,3.1,6.4,C,Khoa AI - Khóa 22,4.9,Phan Thanh Linh,2,BD22AI040,diligent_but_low
2024/2025,7.3,81.3,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),lyhaibinhbd23ai001@gmail.com,8.0,7.8,B,Khoa AI - Khóa 23,6.6,Lý Hải Bình,1,BD23AI001,average
2024/2025,4.3,55.1,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),vuthianbd23ai002@gmail.com,4.1,4.5,D,Khoa AI - Khóa 23,2.3,Vũ Thị An,1,BD23AI002,struggling
2024/2025,7.4,58.4,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),đangngockienbd23ai003@gmail.com,9.3,8.0,B,Khoa AI - Khóa 23,9.1,Đặng Ngọc Kiên,1,BD23AI003,talented_but_lazy
2024/2025,8.5,42.5,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),huynhtuanhabd23ai004@gmail.com,8.9,7.8,B,Khoa AI - Khóa 23,8.9,Huỳnh Tuấn Hà,1,BD23AI004,talented_but_lazy
2024/2025,2.3,62.2,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),duongthicuongbd23ai005@gmail.com,4.1,4.0,D,Khoa AI - Khóa 23,2.7,Dương Thị Cường,1,BD23AI005,struggling
2024/2025,8.6,92.7,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),duongkimtungbd23ai006@gmail.com,5.8,7.3,B,Khoa AI - Khóa 23,7.4,Dương Kim Tùng,1,BD23AI006,average
2024/2025,4.0,42.9,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),đangtuansonbd23ai007@gmail.com,2.4,3.3,F,Khoa AI - Khóa 23,2.2,Đặng Tuấn Sơn,1,BD23AI007,struggling
2024/2025,9.7,99.2,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),nguyenkimvinhbd23ai008@gmail.com,5.3,7.6,B,Khoa AI - Khóa 23,4.0,Nguyễn Kim Vinh,1,BD23AI008,diligent_but_low
2024/2025,2.3,46.4,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),vokimhabd23ai009@gmail.com,1.2,2.2,F,Khoa AI - Khóa 23,3.9,Võ Kim Hà,1,BD23AI009,struggling
2024/2025,7.1,47.1,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),phamngocminhbd23ai010@gmail.com,8.5,7.3,B,Khoa AI - Khóa 23,9.4,Phạm Ngọc Minh,1,BD23AI010,talented_but_lazy
2024/2025,7.7,60.3,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),vothisonbd23ai011@gmail.com,8.7,7.9,B,Khoa AI - Khóa 23,8.9,Võ Thị Sơn,1,BD23AI011,talented_but_lazy
2024/2025,9.1,96.1,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),đothanhcuongbd23ai012@gmail.com,3.7,6.5,C,Khoa AI - Khóa 23,4.8,Đỗ Thanh Cường,1,BD23AI012,diligent_but_low
2024/2025,7.8,78.8,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),đangtuanvinhbd23ai013@gmail.com,6.9,7.4,B,Khoa AI - Khóa 23,7.2,Đặng Tuấn Vinh,1,BD23AI013,average
2024/2025,7.4,44.2,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),tranhuuvinhbd23ai014@gmail.com,9.4,7.8,B,Khoa AI - Khóa 23,10.0,Trần Hữu Vinh,1,BD23AI014,talented_but_lazy
2024/2025,10.0,98.8,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),lethanhanbd23ai015@gmail.com,3.8,6.9,C,Khoa AI - Khóa 23,3.3,Lê Thanh An,1,BD23AI015,diligent_but_low
2024/2025,4.0,58.6,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),vuquanganbd23ai016@gmail.com,4.2,4.5,D,Khoa AI - Khóa 23,2.0,Vũ Quang An,1,BD23AI016,struggling
2024/2025,3.8,53.2,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),vuminhkienbd23ai017@gmail.com,2.1,3.2,F,Khoa AI - Khóa 23,3.8,Vũ Minh Kiên,1,BD23AI017,struggling
2024/2025,3.1,74.7,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),lyvancuongbd23ai018@gmail.com,3.4,4.1,D,Khoa AI - Khóa 23,1.5,Lý Văn Cường,1,BD23AI018,struggling
2024/2025,9.3,96.7,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),tranhaisonbd23ai019@gmail.com,4.1,6.8,C,Khoa AI - Khóa 23,3.4,Trần Hải Sơn,1,BD23AI019,diligent_but_low
2024/2025,9.0,99.3,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),huynhngocphucbd23ai020@gmail.com,3.1,6.2,C,Khoa AI - Khóa 23,4.2,Huỳnh Ngọc Phúc,1,BD23AI020,diligent_but_low
2024/2025,9.9,99.3,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),voquangkienbd23ai021@gmail.com,9.4,9.7,A,Khoa AI - Khóa 23,9.3,Võ Quang Kiên,1,BD23AI021,excellent
2024/2025,4.9,58.8,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),hokimhabd23ai022@gmail.com,3.7,4.5,D,Khoa AI - Khóa 23,1.6,Hồ Kim Hà,1,BD23AI022,struggling
2024/2025,4.6,70.2,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),hoxuanquanbd23ai023@gmail.com,3.2,4.4,D,Khoa AI - Khóa 23,4.0,Hồ Xuân Quân,1,BD23AI023,struggling
2024/2025,8.1,92.3,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),hođucvinhbd23ai024@gmail.com,7.2,7.8,B,Khoa AI - Khóa 23,6.1,Hồ Đức Vinh,1,BD23AI024,average
2024/2025,8.4,78.7,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),phamquanganbd23ai025@gmail.com,6.2,7.2,B,Khoa AI - Khóa 23,6.0,Phạm Quang An,1,BD23AI025,average
2024/2025,8.2,84.8,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),vođucloibd23ai026@gmail.com,7.6,7.9,B,Khoa AI - Khóa 23,5.8,Võ Đức Lợi,1,BD23AI026,average
2024/2025,8.3,55.7,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),lythanhcuongbd23ai027@gmail.com,8.8,8.0,B,Khoa AI - Khóa 23,8.6,Lý Thanh Cường,1,BD23AI027,talented_but_lazy
2024/2025,4.4,69.6,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),hoanghuuanbd23ai028@gmail.com,1.1,3.3,F,Khoa AI - Khóa 23,1.7,Hoàng Hữu An,1,BD23AI028,struggling
2024/2025,2.9,74.0,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),lekimminhbd23ai029@gmail.com,2.6,3.7,F,Khoa AI - Khóa 23,4.5,Lê Kim Minh,1,BD23AI029,struggling
2024/2025,10.0,97.8,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),đangvancuongbd23ai030@gmail.com,9.3,9.6,A,Khoa AI - Khóa 23,9.4,Đặng Văn Cường,1,BD23AI030,excellent
2024/2025,7.6,59.0,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),nguyenkimcuongbd23ai031@gmail.com,9.9,8.4,B,Khoa AI - Khóa 23,9.0,Nguyễn Kim Cường,1,BD23AI031,talented_but_lazy
2024/2025,9.3,97.1,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),hoangthanhquanbd23ai032@gmail.com,4.3,6.9,C,Khoa AI - Khóa 23,3.2,Hoàng Thanh Quân,1,BD23AI032,diligent_but_low
2024/2025,9.9,94.1,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),phamhaisonbd23ai033@gmail.com,9.1,9.4,A,Khoa AI - Khóa 23,9.5,Phạm Hải Sơn,1,BD23AI033,excellent
2024/2025,9.1,97.3,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),vungochabd23ai034@gmail.com,4.1,6.7,C,Khoa AI - Khóa 23,3.5,Vũ Ngọc Hà,1,BD23AI034,diligent_but_low
2024/2025,4.9,61.0,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),hovansonbd23ai035@gmail.com,3.5,4.4,D,Khoa AI - Khóa 23,2.5,Hồ Văn Sơn,1,BD23AI035,struggling
2024/2025,9.4,96.8,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),nguyenvanhungbd23ai036@gmail.com,9.8,9.7,A,Khoa AI - Khóa 23,9.2,Nguyễn Văn Hùng,1,BD23AI036,excellent
2024/2025,8.4,89.3,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),hoangngocphucbd23ai037@gmail.com,7.9,8.2,B,Khoa AI - Khóa 23,6.5,Hoàng Ngọc Phúc,1,BD23AI037,average
2024/2025,7.2,53.2,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),ngovankienbd23ai038@gmail.com,8.9,7.7,B,Khoa AI - Khóa 23,9.3,Ngô Văn Kiên,1,BD23AI038,talented_but_lazy
2024/2025,7.0,92.2,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),vukimnambd23ai039@gmail.com,6.5,7.2,B,Khoa AI - Khóa 23,7.9,Vũ Kim Nam,1,BD23AI039,average
2024/2025,8.6,55.1,AI201_K23_2024_2025_S1,Machine Learning (Học máy) (K23),đangtuanhabd23ai040@gmail.com,9.9,8.6,A,Khoa AI - Khóa 23,9.0,Đặng Tuấn Hà,1,BD23AI040,talented_but_lazy
2024/2025,7.4,83.4,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),lyhaibinhbd23ai001@gmail.com,5.2,6.5,C,Khoa AI - Khóa 23,6.3,Lý Hải Bình,1,BD23AI001,average
2024/2025,4.7,53.6,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),vuthianbd23ai002@gmail.com,1.6,3.3,F,Khoa AI - Khóa 23,2.9,Vũ Thị An,1,BD23AI002,struggling
2024/2025,7.6,43.7,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),đangngockienbd23ai003@gmail.com,8.5,7.4,B,Khoa AI - Khóa 23,8.6,Đặng Ngọc Kiên,1,BD23AI003,talented_but_lazy
2024/2025,9.0,58.1,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),huynhtuanhabd23ai004@gmail.com,9.9,8.8,A,Khoa AI - Khóa 23,9.6,Huỳnh Tuấn Hà,1,BD23AI004,talented_but_lazy
2024/2025,4.6,41.7,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),duongthicuongbd23ai005@gmail.com,3.9,4.1,D,Khoa AI - Khóa 23,2.7,Dương Thị Cường,1,BD23AI005,struggling
2024/2025,7.2,71.5,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),duongkimtungbd23ai006@gmail.com,7.3,7.2,B,Khoa AI - Khóa 23,7.2,Dương Kim Tùng,1,BD23AI006,average
2024/2025,2.7,41.8,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),đangtuansonbd23ai007@gmail.com,2.6,3.0,F,Khoa AI - Khóa 23,3.0,Đặng Tuấn Sơn,1,BD23AI007,struggling
2024/2025,9.1,98.0,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),nguyenkimvinhbd23ai008@gmail.com,4.7,7.0,B,Khoa AI - Khóa 23,5.3,Nguyễn Kim Vinh,1,BD23AI008,diligent_but_low
2024/2025,4.9,64.7,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),vokimhabd23ai009@gmail.com,1.8,3.7,F,Khoa AI - Khóa 23,1.6,Võ Kim Hà,1,BD23AI009,struggling
2024/2025,7.4,59.4,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),phamngocminhbd23ai010@gmail.com,10.0,8.4,B,Khoa AI - Khóa 23,9.4,Phạm Ngọc Minh,1,BD23AI010,talented_but_lazy
2024/2025,7.6,46.8,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),vothisonbd23ai011@gmail.com,8.6,7.5,B,Khoa AI - Khóa 23,9.8,Võ Thị Sơn,1,BD23AI011,talented_but_lazy
2024/2025,9.7,98.2,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),đothanhcuongbd23ai012@gmail.com,5.0,7.4,B,Khoa AI - Khóa 23,4.8,Đỗ Thanh Cường,1,BD23AI012,diligent_but_low
2024/2025,8.3,73.0,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),đangtuanvinhbd23ai013@gmail.com,6.8,7.4,B,Khoa AI - Khóa 23,5.6,Đặng Tuấn Vinh,1,BD23AI013,average
2024/2025,9.0,40.1,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),tranhuuvinhbd23ai014@gmail.com,9.9,8.5,A,Khoa AI - Khóa 23,9.0,Trần Hữu Vinh,1,BD23AI014,talented_but_lazy
2024/2025,10.0,96.3,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),lethanhanbd23ai015@gmail.com,5.5,7.6,B,Khoa AI - Khóa 23,3.0,Lê Thanh An,1,BD23AI015,diligent_but_low
2024/2025,3.5,58.5,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),vuquanganbd23ai016@gmail.com,2.0,3.2,F,Khoa AI - Khóa 23,1.8,Vũ Quang An,1,BD23AI016,struggling
2024/2025,4.4,55.5,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),vuminhkienbd23ai017@gmail.com,3.9,4.4,D,Khoa AI - Khóa 23,4.4,Vũ Minh Kiên,1,BD23AI017,struggling
2024/2025,2.2,53.1,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),lyvancuongbd23ai018@gmail.com,3.3,3.4,F,Khoa AI - Khóa 23,4.1,Lý Văn Cường,1,BD23AI018,struggling
2024/2025,9.0,98.2,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),tranhaisonbd23ai019@gmail.com,3.1,6.2,C,Khoa AI - Khóa 23,5.3,Trần Hải Sơn,1,BD23AI019,diligent_but_low
2024/2025,9.6,97.7,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),huynhngocphucbd23ai020@gmail.com,3.2,6.4,C,Khoa AI - Khóa 23,4.1,Huỳnh Ngọc Phúc,1,BD23AI020,diligent_but_low
2024/2025,9.8,96.1,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),voquangkienbd23ai021@gmail.com,9.7,9.7,A,Khoa AI - Khóa 23,9.3,Võ Quang Kiên,1,BD23AI021,excellent
2024/2025,2.9,59.3,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),hokimhabd23ai022@gmail.com,1.6,2.9,F,Khoa AI - Khóa 23,2.2,Hồ Kim Hà,1,BD23AI022,struggling
2024/2025,4.4,62.6,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),hoxuanquanbd23ai023@gmail.com,1.9,3.5,F,Khoa AI - Khóa 23,4.1,Hồ Xuân Quân,1,BD23AI023,struggling
2024/2025,7.3,76.5,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),hođucvinhbd23ai024@gmail.com,6.3,6.8,C,Khoa AI - Khóa 23,6.8,Hồ Đức Vinh,1,BD23AI024,average
2024/2025,7.1,75.8,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),phamquanganbd23ai025@gmail.com,7.7,7.5,B,Khoa AI - Khóa 23,6.9,Phạm Quang An,1,BD23AI025,average
2024/2025,7.1,88.0,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),vođucloibd23ai026@gmail.com,6.4,7.1,B,Khoa AI - Khóa 23,6.7,Võ Đức Lợi,1,BD23AI026,average
2024/2025,8.8,55.3,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),lythanhcuongbd23ai027@gmail.com,9.4,8.5,A,Khoa AI - Khóa 23,8.5,Lý Thanh Cường,1,BD23AI027,talented_but_lazy
2024/2025,2.2,65.7,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),hoanghuuanbd23ai028@gmail.com,1.8,2.9,F,Khoa AI - Khóa 23,3.2,Hoàng Hữu An,1,BD23AI028,struggling
2024/2025,2.5,66.3,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),lekimminhbd23ai029@gmail.com,1.3,2.7,F,Khoa AI - Khóa 23,4.3,Lê Kim Minh,1,BD23AI029,struggling
2024/2025,9.8,99.3,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),đangvancuongbd23ai030@gmail.com,9.5,9.7,A,Khoa AI - Khóa 23,9.5,Đặng Văn Cường,1,BD23AI030,excellent
2024/2025,7.7,63.7,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),nguyenkimcuongbd23ai031@gmail.com,9.6,8.4,B,Khoa AI - Khóa 23,8.8,Nguyễn Kim Cường,1,BD23AI031,talented_but_lazy
2024/2025,9.9,99.6,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),hoangthanhquanbd23ai032@gmail.com,5.0,7.5,B,Khoa AI - Khóa 23,4.2,Hoàng Thanh Quân,1,BD23AI032,diligent_but_low
2024/2025,10.0,98.3,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),phamhaisonbd23ai033@gmail.com,9.6,9.7,A,Khoa AI - Khóa 23,9.1,Phạm Hải Sơn,1,BD23AI033,excellent
2024/2025,9.2,97.3,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),vungochabd23ai034@gmail.com,3.1,6.3,C,Khoa AI - Khóa 23,5.5,Vũ Ngọc Hà,1,BD23AI034,diligent_but_low
2024/2025,4.2,45.7,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),hovansonbd23ai035@gmail.com,1.5,3.0,F,Khoa AI - Khóa 23,3.9,Hồ Văn Sơn,1,BD23AI035,struggling
2024/2025,9.6,98.0,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),nguyenvanhungbd23ai036@gmail.com,9.4,9.5,A,Khoa AI - Khóa 23,9.6,Nguyễn Văn Hùng,1,BD23AI036,excellent
2024/2025,7.1,83.8,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),hoangngocphucbd23ai037@gmail.com,5.9,6.7,C,Khoa AI - Khóa 23,5.9,Hoàng Ngọc Phúc,1,BD23AI037,average
2024/2025,7.6,50.7,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),ngovankienbd23ai038@gmail.com,9.4,8.0,B,Khoa AI - Khóa 23,8.9,Ngô Văn Kiên,1,BD23AI038,talented_but_lazy
2024/2025,7.0,87.5,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),vukimnambd23ai039@gmail.com,6.8,7.2,B,Khoa AI - Khóa 23,7.8,Vũ Kim Nam,1,BD23AI039,average
2024/2025,8.1,40.9,AI202_K23_2024_2025_S1,Deep Learning (Học sâu) (K23),đangtuanhabd23ai040@gmail.com,9.7,8.1,B,Khoa AI - Khóa 23,9.7,Đặng Tuấn Hà,1,BD23AI040,talented_but_lazy
2024/2025,7.7,77.2,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),lyhaibinhbd23ai001@gmail.com,6.2,7.0,B,Khoa AI - Khóa 23,6.5,Lý Hải Bình,2,BD23AI001,average
2024/2025,4.9,56.9,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),vuthianbd23ai002@gmail.com,3.0,4.1,D,Khoa AI - Khóa 23,3.5,Vũ Thị An,2,BD23AI002,struggling
2024/2025,8.2,57.3,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),đangngockienbd23ai003@gmail.com,9.6,8.4,B,Khoa AI - Khóa 23,9.3,Đặng Ngọc Kiên,2,BD23AI003,talented_but_lazy
2024/2025,7.2,44.4,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),huynhtuanhabd23ai004@gmail.com,9.6,7.9,B,Khoa AI - Khóa 23,9.9,Huỳnh Tuấn Hà,2,BD23AI004,talented_but_lazy
2024/2025,3.8,56.9,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),duongthicuongbd23ai005@gmail.com,2.9,3.8,F,Khoa AI - Khóa 23,4.0,Dương Thị Cường,2,BD23AI005,struggling
2024/2025,8.0,94.2,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),duongkimtungbd23ai006@gmail.com,5.8,7.2,B,Khoa AI - Khóa 23,6.1,Dương Kim Tùng,2,BD23AI006,average
2024/2025,2.7,72.4,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),đangtuansonbd23ai007@gmail.com,1.9,3.2,F,Khoa AI - Khóa 23,1.6,Đặng Tuấn Sơn,2,BD23AI007,struggling
2024/2025,9.6,97.5,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),nguyenkimvinhbd23ai008@gmail.com,3.6,6.6,C,Khoa AI - Khóa 23,5.1,Nguyễn Kim Vinh,2,BD23AI008,diligent_but_low
2024/2025,2.4,41.0,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),vokimhabd23ai009@gmail.com,2.1,2.6,F,Khoa AI - Khóa 23,4.4,Võ Kim Hà,2,BD23AI009,struggling
2024/2025,7.5,41.9,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),phamngocminhbd23ai010@gmail.com,9.4,7.8,B,Khoa AI - Khóa 23,9.9,Phạm Ngọc Minh,2,BD23AI010,talented_but_lazy
2024/2025,7.3,44.3,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),vothisonbd23ai011@gmail.com,9.6,7.9,B,Khoa AI - Khóa 23,8.9,Võ Thị Sơn,2,BD23AI011,talented_but_lazy
2024/2025,9.7,97.3,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),đothanhcuongbd23ai012@gmail.com,5.2,7.5,B,Khoa AI - Khóa 23,3.6,Đỗ Thanh Cường,2,BD23AI012,diligent_but_low
2024/2025,7.2,72.5,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),đangtuanvinhbd23ai013@gmail.com,7.3,7.3,B,Khoa AI - Khóa 23,6.5,Đặng Tuấn Vinh,2,BD23AI013,average
2024/2025,7.1,48.9,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),tranhuuvinhbd23ai014@gmail.com,9.7,7.9,B,Khoa AI - Khóa 23,9.2,Trần Hữu Vinh,2,BD23AI014,talented_but_lazy
2024/2025,9.1,98.7,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),lethanhanbd23ai015@gmail.com,3.8,6.6,C,Khoa AI - Khóa 23,3.2,Lê Thanh An,2,BD23AI015,diligent_but_low
2024/2025,3.1,68.4,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),vuquanganbd23ai016@gmail.com,1.7,3.1,F,Khoa AI - Khóa 23,4.2,Vũ Quang An,2,BD23AI016,struggling
2024/2025,4.0,63.0,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),vuminhkienbd23ai017@gmail.com,2.2,3.6,F,Khoa AI - Khóa 23,1.9,Vũ Minh Kiên,2,BD23AI017,struggling
2024/2025,3.8,44.2,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),lyvancuongbd23ai018@gmail.com,3.8,3.9,F,Khoa AI - Khóa 23,3.6,Lý Văn Cường,2,BD23AI018,struggling
2024/2025,9.6,100.0,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),tranhaisonbd23ai019@gmail.com,5.5,7.6,B,Khoa AI - Khóa 23,3.1,Trần Hải Sơn,2,BD23AI019,diligent_but_low
2024/2025,9.8,98.4,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),huynhngocphucbd23ai020@gmail.com,5.3,7.5,B,Khoa AI - Khóa 23,4.1,Huỳnh Ngọc Phúc,2,BD23AI020,diligent_but_low
2024/2025,9.7,96.0,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),voquangkienbd23ai021@gmail.com,9.3,9.5,A,Khoa AI - Khóa 23,9.6,Võ Quang Kiên,2,BD23AI021,excellent
2024/2025,4.4,67.6,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),hokimhabd23ai022@gmail.com,4.0,4.7,D,Khoa AI - Khóa 23,1.7,Hồ Kim Hà,2,BD23AI022,struggling
2024/2025,4.3,70.9,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),hoxuanquanbd23ai023@gmail.com,2.4,3.9,F,Khoa AI - Khóa 23,4.3,Hồ Xuân Quân,2,BD23AI023,struggling
2024/2025,8.7,80.1,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),hođucvinhbd23ai024@gmail.com,7.1,7.8,B,Khoa AI - Khóa 23,6.6,Hồ Đức Vinh,2,BD23AI024,average
2024/2025,6.9,81.6,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),phamquanganbd23ai025@gmail.com,7.7,7.6,B,Khoa AI - Khóa 23,6.9,Phạm Quang An,2,BD23AI025,average
2024/2025,7.8,89.4,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),vođucloibd23ai026@gmail.com,5.7,7.0,B,Khoa AI - Khóa 23,6.7,Võ Đức Lợi,2,BD23AI026,average
2024/2025,8.0,64.1,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),lythanhcuongbd23ai027@gmail.com,9.3,8.3,B,Khoa AI - Khóa 23,9.7,Lý Thanh Cường,2,BD23AI027,talented_but_lazy
2024/2025,4.2,47.3,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),hoanghuuanbd23ai028@gmail.com,1.5,3.0,F,Khoa AI - Khóa 23,1.6,Hoàng Hữu An,2,BD23AI028,struggling
2024/2025,4.8,61.1,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),lekimminhbd23ai029@gmail.com,2.6,4.0,D,Khoa AI - Khóa 23,2.8,Lê Kim Minh,2,BD23AI029,struggling
2024/2025,9.8,97.2,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),đangvancuongbd23ai030@gmail.com,9.4,9.6,A,Khoa AI - Khóa 23,9.7,Đặng Văn Cường,2,BD23AI030,excellent
2024/2025,8.7,63.5,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),nguyenkimcuongbd23ai031@gmail.com,8.9,8.4,B,Khoa AI - Khóa 23,8.7,Nguyễn Kim Cường,2,BD23AI031,talented_but_lazy
2024/2025,9.2,96.6,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),hoangthanhquanbd23ai032@gmail.com,5.0,7.2,B,Khoa AI - Khóa 23,3.0,Hoàng Thanh Quân,2,BD23AI032,diligent_but_low
2024/2025,9.8,99.0,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),phamhaisonbd23ai033@gmail.com,9.2,9.5,A,Khoa AI - Khóa 23,9.9,Phạm Hải Sơn,2,BD23AI033,excellent
2024/2025,9.1,96.0,AI203_K23_2024_2025_S2,Computer Vision (Thị giác máy tính) (K23),vungochabd23ai034@gmail.com,5.1,7.2,B,Khoa AI - Khóa 23,5.2,Vũ Ngọc Hà,2,BD23AI034,diligent_but_low
